ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
10871,9116,MOARA ALBU,PTA 9116 MOARA ALBU,Terti,ALBU OCTAVIAN,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,18,PT,RET JT PTA 9116 MOARA ALBU,,,PTA - Aerian,PTA 9116 MOARA ALBU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10876,9116,PECO LUKOIL BUZAU,PTA 9116 PECO LUKOIL BUZAU,Terti,LUKOIL,LEA 20 KV AVICOLA 1 BZ,Buzau,LEA 20 KV AVICOLA 1 BZ CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTA 9116 PECO LUKOIL BUZAU,,,PTA - Aerian,PTA 9116 PECO LUKOIL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11159,9117,DIRECTIA APELOR BUZAU,PTZ 9117 DIRECTIA APELOR BUZAU,Terti,COMPANIA NATIONALA A APELOR,LES 20 KV LICEUL ENERGETIC,Buzau,LES 20 KV LICEUL ENERGETIC CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 9117 DIRECTIA APELOR BUZAU,,,PTZ - Zidit,PTZ 9117 DIRECTIA APELOR BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7674,9118,FNC SAHATENI,PTAB 9118 FNC SAHATENI,Terti,FNC SAHATENI,LEA 20 KV VINTILEANCA,Buzau,LEA 20 KV VINTILEANCA CE MT JT BUZAU+BUZAU SUD,2,PT,RET JT PTAB 9118 FNC SAHATENI,LES JT PTA 0118 FNC SAHATENI,LEA JT PTA 0118 FNC SAHATENI,PTAB - Anvelopa de Beton,PTAB 9118 FNC SAHATENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10872,9119,IZVORUL TAMADUIRII SMEENI,PTA 9119 IZVORUL TAMADUIRII SMEENI,Terti,PAROHIA SMEENI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,21,PT,RET JT PTA 9119 IZVORUL TAMADUIRII SM,,,PTA - Aerian,PTA 9119 IZVORUL TAMADUIRII SMEENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1451,9119,TV CORBU,PTA 9119 TV CORBU,Terti,SC RADIOCOMUNICATII SA,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,24,PT,RET JT PTA 9119 TV CORBU,LES JT PTA 9119 TV CORBU,LEA JT PTA 9119 TV CORBU,PTA - Aerian,PTA 9119 TV CORBU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18476,9120,MOARA CORBU,PTA 9120 MOARA CORBU,Terti,PT 9120 MOARA CORBU,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,25,PT,RET JT PTA 9120 MOARA CORBU,,,PTA - Aerian,PTA 9120 MOARA CORBU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10873,9120,VIE CALTUNA,PTA 9120 VIE CALTUNA,Terti,AGROVITICOLA,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTA 9120 VIE CALTUNA,,,PTA - Aerian,PTA 9120 VIE CALTUNA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1495,9120,PLAJA BALTA ALBA,PTA 9120 PLAJA BALTA ALBA,Terti,SC MILION SERV SRL,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,24,PT,RET JT PTA 9120 PLAJA BALTA ALBA,,LEA JT PTA 9120 PLAJA BALTA ALBA,PTA - Aerian,PTA 9120 PLAJA BALTA ALBA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10236,9121,CONSTRUCTORUL BUZAU,PTZ 9121 CONSTRUCTORUL BUZAU,Terti,COOPERATIVA CONSTRUCTORUL,LES 6 KV FLACARA2,Buzau,LES 6 KV FLACARA2 CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTZ 9121 CONSTRUCTORUL BUZAU,LES JT PTZ 9121 CONSTRUCTORUL BUZAU,LEA JT PTZ 9121 CONSTRUCTORUL BUZAU,PTZ - Zidit,PTZ 9121 CONSTRUCTORUL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11106,9121,SONDA 15+16 LEICULESTI = RETRAS,PTZ 9121 SONDA 15+16 LEICULESTI = RETRAS,Terti,OMV PETROM,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,25,PT,RET JT PTZ 9121 SONDA 15+16 LEICULEST,,,PTZ - Zidit,PTZ 9121 SONDA 15+16 LEICULESTI = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10877,9121,ALLIANCE BUZAU,PTA 9121 ALLIANCE BUZAU,Terti,SC ALLIANCE CONSTRUCT SRL BUZAU,LEA 20 KV AVICOLA 1 BZ,Buzau,LEA 20 KV AVICOLA 1 BZ CE MT JT BUZAU+BUZAU SUD,999,PT,RET JT PTA 9121 ALLIANCE BUZAU,,,PTA - Aerian,PTA 9121 ALLIANCE BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1537,9122,C SMA MATESTI,PTA 9122 C SMA MATESTI,DEER + Terti,SC ROMINOX KA 2004 SRL,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,6,PT,RET JT PTA 9122 C SMA MATESTI,LES JT PTA 9122 C SMA MATESTI,LEA JT PTA 9122 C SMA MATESTI,PTA - Aerian,PTA 9122 C SMA MATESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18641,9123,CANALIZARE,PTA 9123 CANALIZARE,Terti,,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTA 9123 CANALIZARE,,,PTA - Aerian,PTA 9123 CANALIZARE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1562,9123,COMPLEX NICOLESTI,PTA 9123 COMPLEX NICOLESTI,Terti,PRIMARIA PUIESTI,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,31,PT,RET JT PTA 9123 COMPLEX NICOLESTI,LES JT PTA 9123 COMPLEX NICOLESTI,LEA JT PTA 9123 COMPLEX NICOLESTI,PTA - Aerian,PTA 9123 COMPLEX NICOLESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10995,9123,CAP SAHATENI,PTA 9123 CAP SAHATENI,Terti,CAP SAHATENI,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,19,PT,RET JT PTA 9123 CAP SAHATENI,,,PTA - Aerian,PTA 9123 CAP SAHATENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11769,9123,NATURAL EST BUZAU,PTZ 9123 NATURAL EST BUZAU,Terti,NATURAL EST,LES 6 KV PASAJ 2,Buzau,LES 6 KV PASAJ 2 CE MT JT BUZAU+BUZAU SUD,189,PT,RET JT PTZ 9123 NATURAL EST BUZAU,,,PTZ - Zidit,PTZ 9123 NATURAL EST BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18806,9124,EPURATIE UDATI,PTA 9124 EPURATIE UDATI,Terti,EPURATIE UDATI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,9124,PT,RET JT PTA 9124 EPURATIE UDATI,,,PTA - Aerian,PTA 9124 EPURATIE UDATI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1582,9124,CAP PUIESTI,PTA 9124 CAP PUIESTI,Terti,SC MIRACOL SA,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,25,PT,RET JT PTA 9124 CAP PUIESTI,,LEA JT PTA 9124 CAP PUIESTI,PTA - Aerian,PTA 9124 CAP PUIESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11180,9125,NATIONAL INSTAL BUZAU,PTZ 9125 NATIONAL INSTAL BUZAU,Terti,NATIONAL INSTAL CONSTRUCT,LES 6 KV PASAJ 1,Buzau,LES 6 KV PASAJ 1 CE MT JT BUZAU+BUZAU SUD,45,PT,RET JT PTZ 9125 NATIONAL INSTAL BUZAU,,,PTZ - Zidit,PTZ 9125 NATIONAL INSTAL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11046,9127,MOARA ULMENI,PTA 9127 MOARA ULMENI,Terti,MOARA ULMENI,LEA 20 KV ULMENI,Buzau,LEA 20 KV ULMENI CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTA 9127 MOARA ULMENI,,,PTA - Aerian,PTA 9127 MOARA ULMENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11181,9128,VALGAB BUZAU,PTAB 9128 VALGAB BUZAU,Terti,VALGAB INVEST,LES 6 KV PASAJ 1,Buzau,LES 6 KV PASAJ 1 CE MT JT BUZAU+BUZAU SUD,75,PT,RET JT PTAB 9128 VALGAB BUZAU,,,PTAB - Anvelopa de Beton,PTAB 9128 VALGAB BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11178,9129,EDIL CONSTRUCT BUZAU,PTM 9129 EDIL CONSTRUCT BUZAU,Terti,EDIL CONSTRUCT,LES 6 KV PASAJ 1,Buzau,LES 6 KV PASAJ 1 CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTM 9129 EDIL CONSTRUCT BUZAU,,,PTM - Metalic,PTM 9129 EDIL CONSTRUCT BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1669,9129,MHC CHIOJDU 1,PTZ 9129 MHC CHIOJDU 1,Terti,SUCURSALA HIDROELECTRICA BUZAU,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,36,PT,RET JT PTZ 9129 MHC CHIOJDU 1,LES JT PTZ 9129 MHC CHIOJDU 1,,PTZ - Zidit,PTZ 9129 MHC CHIOJDU 1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11091,9129,ELDO,PTA 9129 ELDO,Terti,ELDO,LEA 20 KV TINTESTI,Buzau,LEA 20 KV TINTESTI CE MT JT BUZAU+BUZAU SUD,32,PT,RET JT PTA 9129 ELDO,,,PTA - Aerian,PTA 9129 ELDO,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11753,9130,BOROMIR BUZAU,PTAB 9130 BOROMIR BUZAU,Terti,SC BOROMIR SA,LES 6 KV PA 34 BALCESCU,Buzau,LES 6 KV PA 34 BALCESCU CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTAB 9130 BOROMIR BUZAU,,,PTAB - Anvelopa de Beton,PTAB 9130 BOROMIR BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1707,9130,MHC CHIOJDU 2,PTZ 9130 MHC CHIOJDU 2,Terti,SUCURSALA HIDROELECTRICA BUZAU,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,42,PT,RET JT PTZ 9130 MHC CHIOJDU 2,LES JT PTZ 9130 MHC CHIOJDU 2,,PTZ - Zidit,PTZ 9130 MHC CHIOJDU 2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1720,9131,GATER BASCA CHIOJDU,PTA 9131 GATER BASCA CHIOJDU,Terti,CARGO RAZELA SRL,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,39,PT,RET JT PTA 9131 GATER BASCA CHIOJDU,LES JT PTA 9131 GATER BASCA CHIOJDU,LEA JT PTA 9131 GATER BASCA CHIOJDU,PTA - Aerian,PTA 9131 GATER BASCA CHIOJDU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11155,9131,DATSA TEXTIL BUZAU,PTZ 9131 DATSA TEXTIL BUZAU,Terti,DATSA TEXTIL,LES 6 KV FLACARA1,Buzau,LES 6 KV FLACARA1 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 9131 DATSA TEXTIL BUZAU,,,PTZ - Zidit,PTZ 9131 DATSA TEXTIL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16867,9132,IELIF,PTZ 9132 IELIF,Terti,IELIF,LES 20 KV MICRO 3,Buzau,LES 20 KV MICRO 3 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 9132 IELIF,LES JT PTZ 0032 BLOC C13 BUZAU,,PTZ - Zidit,PTZ 9132 IELIF,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1746,9132,SMA AMARA,PTA 9132 SMA AMARA,Terti,SC AGROEST SA BALTA ALBA,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,40,PT,RET JT PTA 9132 SMA AMARA,,LEA JT PTA 9132 SMA AMARA,PTA - Aerian,PTA 9132 SMA AMARA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11175,9132,DRUMURI SI PODURI BUZAU,PTAB 9132 DRUMURI SI PODURI BUZAU,Terti,DRUMURI SI PODURI,LES 6 KV FLACARA2,Buzau,LES 6 KV FLACARA2 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTAB 9132 DRUMURI SI PODURI BU,,,PTAB - Anvelopa de Beton,PTAB 9132 DRUMURI SI PODURI BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11397,9133,GATER MARACINEANU CHIOJDU,PTA 9133 GATER MARACINEANU CHIOJDU,Terti,SC MANETTI SRL CATINA,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,17,PT,RET JT PTA 9133 GATER MARACINEANU CHI,,,PTA - Aerian,PTA 9133 GATER MARACINEANU CHIOJDU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11778,9133,MEMBRANE BUZAU,PTAB 9133 MEMBRANE BUZAU,Terti,GENERAL MEMBRANE,LES 6 KV SANTIER,Buzau,LES 6 KV SANTIER CE MT JT BUZAU+BUZAU SUD,75,PT,RET JT PTAB 9133 MEMBRANE BUZAU,,,PTAB - Anvelopa de Beton,PTAB 9133 MEMBRANE BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19024,9133,MEMBRANE,PTAB 9133 MEMBRANE,Terti,,LES 6 KV PASAJ 2,Buzau,LES 6 KV PASAJ 2 CE MT JT BUZAU+BUZAU SUD,9133,PT,RET JT PTAB 9133 MEMBRANE,,,PTAB - Anvelopa de Beton,PTAB 9133 MEMBRANE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11108,9133,IRIGATII NISCOV,PTA 9133 IRIGATII NISCOV,Terti,CAP NISCOV,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,20,PT,RET JT PTA 9133 IRIGATII NISCOV,,,PTA - Aerian,PTA 9133 IRIGATII NISCOV,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1771,9134,IAS VALEA RAMNICULUI,PTA 9134 IAS VALEA RAMNICULUI,Terti,SC STEFY BAR SRL,LEA 20 KV APA OREAVU,Buzau,LEA 20 KV APA OREAVU CE MT JT RM.SARAT,9,PT,RET JT PTA 9134 IAS VALEA RAMNICULUI,,LEA JT PTA 9134 IAS VALEA RAMNICULUI,PTA - Aerian,PTA 9134 IAS VALEA RAMNICULUI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10848,9134,EPURARE CHIOJDU,PTA 9134 EPURARE CHIOJDU,Terti,COMPANIA DE APA SA,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,28,PT,RET JT PTA 9134 EPURARE CHIOJDU,,,PTA - Aerian,PTA 9134 EPURARE CHIOJDU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11156,9134,PRODINVEST BUZAU,PTAB 9134 PRODINVEST BUZAU,Terti,PRODINVEST GRUP 99,LES 6 KV FLACARA1,Buzau,LES 6 KV FLACARA1 CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTAB 9134 PRODINVEST BUZAU,,,PTAB - Anvelopa de Beton,PTAB 9134 PRODINVEST BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1785,9135,Scoala Agricola,PTA 9135 SCOALA AGRICOLA,Terti,SC ROMAGRIBUZ SA RM.SARAT,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,2,PT,RET JT PTA 9135 SCOALA AGRICOLA,,LEA JT PTA 9135 IAS RM SARAT,PTA - Aerian,PTA 9135 SCOALA AGRICOLA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10849,9135,EPURARE LERA,PTA 9135 EPURARE LERA,Terti,COMPANIA DE APA SA,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,26,PT,RET JT PTA 9135 EPURARE LERA,,,PTA - Aerian,PTA 9135 EPURARE LERA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11093,9136,AGROTEH BUZAU,PTA 9136 AGROTEH BUZAU,Terti,AGROTEH,LEA 20 KV TINTESTI,Buzau,LEA 20 KV TINTESTI CE MT JT BUZAU+BUZAU SUD,999,PT,RET JT PTA 9136 AGROTEH BUZAU,,,PTA - Aerian,PTA 9136 AGROTEH BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1798,9136,TUSCAN FURNITURE,PTA 9136 TUSCAN FURNITURE,Terti,SC TUSCAN FURNITURE SRL,LEA 20 KV BALACEANU,Buzau,LEA 20 KV BALACEANU CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTA 9136 TUSCAN FURNITURE,LES JT PTA 9136 COMPLEX RUBLA,LEA JT PTA 9136 COMPLEX RUBLA,PTA - Aerian,PTA 9136 TUSCAN FURNITURE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11183,9137,CASAT=ALASCOM BUZAU,PTAB 9137 CASAT=ALASCOM BUZAU,Terti,CASAT=ALASCOM BUZAU,LEA 20 KV SILOZ = DEFECTA,Buzau,LES 6 KV PASAJ 1 CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTAB 9137 CASAT=ALASCOM BUZAU,,,PTAB - Anvelopa de Beton,PTAB 9137 CASAT=ALASCOM BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11396,9137,FERMA FRASINET,PTA 9137 FERMA FRASINET,Terti,SC AFINUL SRL CATINA,LEA 20 KV CHIOJD,Buzau,LEA 20 KV CHIOJD CE MT JT BUZAU NORD,9,PT,RET JT PTA 9137 FERMA FRASINET,,,PTA - Aerian,PTA 9137 FERMA FRASINET,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11134,9137,PECO NORD,PTZ 9137 PECO NORD,Terti,OMV PETROM,LES 20 KV APA EST,Buzau,LES 20 KV APA EST CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 9137 PECO NORD,,,PTZ - Zidit,PTZ 9137 PECO NORD,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
12812,9137,SONDA 16 LEICULESTI = DESLEGAT,PTA 9137 SONDA 16 LEICULESTI = DESLEGAT,Terti,OMV PETROM,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,41,PT,RET JT PTA 9137 SONDA 16 LEICULESTI =,,,PTA - Aerian,PTA 9137 SONDA 16 LEICULESTI = DESLEGAT,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1837,9138,IAS GHERGHEASA,PTA 9138 IAS GHERGHEASA,Terti,AGROGLOBAL BUZAU,LEA 20 KV BALACEANU,Buzau,LEA 20 KV BALACEANU CE MT JT BUZAU+BUZAU SUD,37,PT,RET JT PTA 9138 IAS GHERGHEASA,,LEA JT PTA 9138 IAS GHERGHEASA,PTA - Aerian,PTA 9138 IAS GHERGHEASA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
